date,location,machine,action,arg1,arg2,arg3
2019/06/27-17:08:18,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/06/27-17:08:35,0.12,64844671153662:lessandro-mbp,open_todo,b65243a4-3d19-46a5-b045-1ba037a10842,,
2019/06/27-17:21:14,0.12,64844671153662:lessandro-mbp,checked_todo,b65243a4-3d19-46a5-b045-1ba037a10842,0.20972222222222223,
2019/06/27-17:21:16,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/06/27-17:21:26,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:21:44,0.12,64844671153662:lessandro-mbp,explore_tree,b523cf65-893a-457d-8828-fd0e776035c4,,
2019/06/27-17:21:50,0.12,64844671153662:lessandro-mbp,explore_tree,5e98ece3-587b-4e34-8ae0-11656a632904,,
2019/06/27-17:21:58,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:22:10,0.12,64844671153662:lessandro-mbp,open_todo,978cf053-9060-4292-984e-7e31996bd5b8,,
2019/06/27-17:22:14,0.12,64844671153662:lessandro-mbp,checked_todo,978cf053-9060-4292-984e-7e31996bd5b8,0.0005555555555555556,
2019/06/27-17:22:15,0.12,64844671153662:lessandro-mbp,completed_todo,978cf053-9060-4292-984e-7e31996bd5b8,,
2019/06/27-17:22:33,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:22:59,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:36:31,0.12,64844671153662:lessandro-mbp,open_todo,cc4a48c2-91f8-441e-a717-734440c533ca,,
2019/06/27-17:36:42,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/06/27-17:39:15,0.12,64844671153662:lessandro-mbp,open_todo,cc4a48c2-91f8-441e-a717-734440c533ca,,
2019/06/27-17:39:18,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/06/27-17:40:05,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:40:25,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:40:49,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:42:41,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:43:09,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:44:11,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:44:18,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:44:33,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:44:39,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:44:47,0.12,64844671153662:lessandro-mbp,edit_card,cc4a48c2-91f8-441e-a717-734440c533ca,,
2019/06/27-17:45:48,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:46:17,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:47:08,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:47:41,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:47:57,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:52:22,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:53:26,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:54:14,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:54:46,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:54:53,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/06/27-17:55:49,0.12,64844671153662:lessandro-mbp,add_card,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/06/27-17:55:50,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/27-17:56:04,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/06/27-17:56:10,0.12,64844671153662:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,0.0005555555555555556,
2019/06/27-17:56:12,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/06/28-16:12:25,0.12,64844671153662:lessandro-mbp,open_todo,b65243a4-3d19-46a5-b045-1ba037a10842,,
2019/06/28-17:29:29,0.12,64844671153662:lessandro-mbp,checked_todo,b65243a4-3d19-46a5-b045-1ba037a10842,1.2833333333333334,
2019/06/28-17:29:31,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/06/29-23:55:29,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/29-23:57:19,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/29-23:57:30,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/29-23:59:25,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:00:30,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:02:57,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:03:53,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:07:14,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:07:31,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:12:19,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:13:47,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:18:49,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:21:22,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:21:54,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:23:15,0.2,64844671153662:lessandro-mbp,open,open.py,,
2019/06/30-00:24:37,0.2,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/30-00:24:45,0.2,64844671153662:lessandro-mbp,open,open.py,,
2019/06/30-00:24:51,0.2,64844671153662:lessandro-mbp,explore_tree,7c9b477d-1e26-419c-adfb-0f7e732c0272,,
2019/06/30-00:25:11,0.2,64844671153662:lessandro-mbp,explore_tree,bf17ce4e-6895-4fdf-9d85-bee5950711f9,,
2019/06/30-00:26:25,0.2,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/30-00:26:34,0.2,64844671153662:lessandro-mbp,open,open.py,,
2019/06/30-00:27:39,0.2,64844671153662:lessandro-mbp,add_card,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,,
2019/06/30-00:28:12,0.2,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/30-00:32:55,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:36:52,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:38:54,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:40:53,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:42:57,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:44:34,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:45:57,0.2,64844671153662:lessandro-mbp,edit_plan,3033,,
2019/06/30-00:46:14,0.2,64844671153662:lessandro-mbp,quit,plan.py,,
2019/06/30-00:48:18,0.2,64844671153662:lessandro-mbp,open,open.py,,
2019/06/30-00:48:20,0.2,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/30-00:51:44,0.2,64844671153662:lessandro-mbp,open,open.py,,
2019/06/30-00:52:10,0.2,64844671153662:lessandro-mbp,mood,7.4,even if most alone spoke a lot with oana and build some stuff and also bff,
2019/06/30-00:52:11,0.2,64844671153662:lessandro-mbp,quit,open.py,,
2019/06/30-14:35:30,0.19,132281831987612:AMOENUS,open,open.py,,
2019/06/30-14:35:50,0.19,132281831987612:AMOENUS,mood,7.6,showered- walking in the park- meet buddist monk- going to bff,
2019/06/30-14:35:51,0.19,132281831987612:AMOENUS,quit,open.py,,
2019/06/30-14:37:21,0.18,132281831987612:AMOENUS,open_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,,
2019/06/30-15:08:05,0.18,132281831987612:AMOENUS,checked_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,0.5113888888888889,
2019/06/30-15:08:07,0.18,132281831987612:AMOENUS,quit,todo.py,,
2019/07/01-01:09:42,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-01:12:47,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-01:13:38,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-01:16:36,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-01:19:27,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-01:20:22,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-01:23:21,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-01:34:22,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-01:35:55,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-01:37:09,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-02:26:50,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-02:27:10,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-02:30:52,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-02:32:04,0.2,132281831987612:AMOENUS,edit_plan,0133,,
2019/07/01-02:33:22,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-02:33:49,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-02:34:05,0.2,132281831987612:AMOENUS,open,open.py,,
2019/07/01-02:34:11,0.2,132281831987612:AMOENUS,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/07/01-02:34:39,0.2,132281831987612:AMOENUS,explore_tree,5e98ece3-587b-4e34-8ae0-11656a632904,,
2019/07/01-02:34:48,0.2,132281831987612:AMOENUS,quit,open.py,,
2019/07/01-02:37:03,0.2,132281831987612:AMOENUS,edit_plan,30323133,,
2019/07/01-02:37:08,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-02:40:36,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-02:43:15,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-02:44:42,0.2,132281831987612:AMOENUS,open,open.py,,
2019/07/01-02:45:30,0.2,132281831987612:AMOENUS,edit_card,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,,
2019/07/01-02:45:31,0.2,132281831987612:AMOENUS,quit,open.py,,
2019/07/01-02:58:23,0.2,132281831987612:AMOENUS,quit,plan.py,,
2019/07/01-13:42:27,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/01-13:43:13,0.12,64844671153662:lessandro-mbp,open_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,,
2019/07/01-14:04:37,0.12,64844671153662:lessandro-mbp,checked_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,0.36833333333333335,
2019/07/01-14:04:39,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/07/01-14:12:17,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/01-14:12:21,0.12,64844671153662:lessandro-mbp,open_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,,
2019/07/01-14:12:23,0.12,64844671153662:lessandro-mbp,open_todo,b65243a4-3d19-46a5-b045-1ba037a10842,,
2019/07/01-14:32:09,0.12,64844671153662:lessandro-mbp,checked_todo,b65243a4-3d19-46a5-b045-1ba037a10842,0.33055555555555555,
2019/07/01-14:32:11,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/07/01-15:02:09,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/01-15:56:54,0.12,64844671153662:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,0.9119444444444444,
2019/07/01-15:56:55,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/07/01-17:52:20,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/01-17:53:16,0.12,64844671153662:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,0.014166666666666666,
2019/07/01-17:53:19,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/07/01-17:53:27,0.12,64844671153662:lessandro-mbp,open,open.py,,
2019/07/01-17:53:51,0.12,64844671153662:lessandro-mbp,mood,7.3,oana coming tomorrow happy- tired walked a lot- got the W,
2019/07/01-17:53:51,0.12,64844671153662:lessandro-mbp,quit,open.py,,
2019/07/01-19:09:45,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/01-19:09:49,0.12,64844671153662:lessandro-mbp,open_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,,
2019/07/01-19:09:49,0.12,64844671153662:lessandro-mbp,open_todo,b65243a4-3d19-46a5-b045-1ba037a10842,,
2019/07/01-19:09:50,0.12,64844671153662:lessandro-mbp,open_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,,
2019/07/01-19:12:24,0.12,64844671153662:lessandro-mbp,checked_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,0.043611111111111114,
2019/07/01-19:12:27,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/07/01-19:12:35,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/01-19:12:45,0.12,64844671153662:lessandro-mbp,open_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,,
2019/07/01-19:12:46,0.12,64844671153662:lessandro-mbp,open_todo,b65243a4-3d19-46a5-b045-1ba037a10842,,
2019/07/01-19:12:47,0.12,64844671153662:lessandro-mbp,open_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,,
2019/07/01-19:15:15,0.12,64844671153662:lessandro-mbp,checked_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,0.04416666666666667,
2019/07/01-19:15:18,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/07/01-19:16:30,0.12,64844671153662:lessandro-mbp,quit,plan.py,,
2019/07/01-19:22:07,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/01-19:22:18,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/07/01-19:22:24,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/01-19:22:33,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/07/01-19:22:39,0.12,64844671153662:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/01-19:22:43,0.12,64844671153662:lessandro-mbp,open_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,,
2019/07/01-19:22:46,0.12,64844671153662:lessandro-mbp,open_todo,b65243a4-3d19-46a5-b045-1ba037a10842,,
2019/07/01-19:22:47,0.12,64844671153662:lessandro-mbp,open_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,,
2019/07/01-20:26:41,0.12,64844671153662:lessandro-mbp,checked_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,1.0666666666666667,
2019/07/01-20:26:46,0.12,64844671153662:lessandro-mbp,quit,todo.py,,
2019/07/01-23:26:06,0.2,190070690681122:lessandro-mbp,edit_plan,32033,,
2019/07/01-23:26:23,0.2,190070690681122:lessandro-mbp,quit,plan.py,,
2019/07/02-14:28:20,0.12,190070690681122:lessandro-mbp,open,open.py,,
2019/07/02-14:28:45,0.12,190070690681122:lessandro-mbp,mood,7.5,oana is coming ! but after lunch I am really tired I don't feel like working,
2019/07/02-14:28:46,0.12,190070690681122:lessandro-mbp,quit,open.py,,
2019/07/02-14:30:59,0.12,190070690681122:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/02-14:37:01,0.12,190070690681122:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,0.0661111111111111,
2019/07/02-14:37:02,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/02-14:37:12,0.12,190070690681122:lessandro-mbp,open,open.py,,
2019/07/02-14:38:03,0.12,190070690681122:lessandro-mbp,edit_card,b65243a4-3d19-46a5-b045-1ba037a10842,,
2019/07/02-14:38:05,0.12,190070690681122:lessandro-mbp,quit,open.py,,
2019/07/02-14:38:12,0.12,190070690681122:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/02-15:58:31,0.12,190070690681122:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,1.3041666666666667,
2019/07/02-15:58:33,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/02-16:03:09,0.12,190070690681122:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/02-16:51:58,0.12,190070690681122:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,0.7791666666666667,
2019/07/02-16:51:59,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/04-11:37:06,0.16,132281831987612:AMOENUS.home,open_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,,
2019/07/04-11:38:32,0.16,132281831987612:AMOENUS.home,checked_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,0.023333333333333334,
2019/07/04-11:38:34,0.16,132281831987612:AMOENUS.home,quit,todo.py,,
2019/07/04-11:39:49,0.16,132281831987612:AMOENUS.home,open,open.py,,
2019/07/04-11:40:12,0.16,132281831987612:AMOENUS.home,quit,open.py,,
2019/07/04-11:40:25,0.16,132281831987612:AMOENUS.home,open,open.py,,
2019/07/04-11:40:29,0.16,132281831987612:AMOENUS.home,explore_tree,7c9b477d-1e26-419c-adfb-0f7e732c0272,,
2019/07/04-11:40:42,0.16,132281831987612:AMOENUS.home,explore_tree,9983933f-2f4c-442b-9e3a-f848bcd57292,,
2019/07/04-11:41:27,0.16,132281831987612:AMOENUS.home,quit,open.py,,
2019/07/04-11:41:40,0.16,132281831987612:AMOENUS.home,open,open.py,,
2019/07/04-11:42:13,0.16,132281831987612:AMOENUS.home,add_card,efca59af-5b2c-4c09-8987-e283ac9da60f,,
2019/07/04-11:42:16,0.16,132281831987612:AMOENUS.home,quit,open.py,,
2019/07/04-18:47:01,0.12,190070690681122:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/04-19:36:33,0.12,190070690681122:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,0.7911111111111111,
2019/07/04-19:36:36,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/05-13:22:09,0.12,190070690681122:lessandro-mbp,open_todo,b65243a4-3d19-46a5-b045-1ba037a10842,,
2019/07/05-16:46:35,0.12,190070690681122:lessandro-mbp,checked_todo,b65243a4-3d19-46a5-b045-1ba037a10842,3.3725,
2019/07/05-16:46:36,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/05-16:49:32,0.12,190070690681122:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/05-17:31:13,0.12,190070690681122:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,0.66,
2019/07/05-17:31:14,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/05-17:31:24,0.12,190070690681122:lessandro-mbp,open,open.py,,
2019/07/05-17:31:27,0.12,190070690681122:lessandro-mbp,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/07/05-17:32:10,0.12,190070690681122:lessandro-mbp,quit,open.py,,
2019/07/05-17:32:16,0.12,190070690681122:lessandro-mbp,open,open.py,,
2019/07/05-17:33:41,0.12,190070690681122:lessandro-mbp,add_card,18e281b0-6b00-459a-affc-08fd33cc6423,,
2019/07/05-17:33:42,0.12,190070690681122:lessandro-mbp,quit,open.py,,
2019/07/05-17:33:55,0.12,190070690681122:lessandro-mbp,open_todo,18e281b0-6b00-459a-affc-08fd33cc6423,,
2019/07/05-17:53:43,0.12,190070690681122:lessandro-mbp,mood,6.9,oana moody- mariano ditch me- poor social life- oana is here so I am still happy tough,
2019/07/05-17:53:49,0.12,190070690681122:lessandro-mbp,checked_todo,18e281b0-6b00-459a-affc-08fd33cc6423,0.29694444444444446,
2019/07/05-18:36:12,0.12,190070690681122:lessandro-mbp,checked_todo,18e281b0-6b00-459a-affc-08fd33cc6423,1.003611111111111,
2019/07/05-18:53:24,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/06-11:59:00,0.16,132281831987612:AMOENUS.home,open_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,,
2019/07/06-12:44:50,0.16,132281831987612:AMOENUS.home,checked_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,0.7630555555555556,
2019/07/06-12:44:53,0.16,132281831987612:AMOENUS.home,quit,todo.py,,
2019/07/07-16:22:12,0.12,132281831987612:AMOENUS.local,open,open.py,,
2019/07/07-16:22:29,0.12,132281831987612:AMOENUS.local,explore_tree,bf17ce4e-6895-4fdf-9d85-bee5950711f9,,
2019/07/07-16:23:21,0.12,132281831987612:AMOENUS.local,edit_card,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,,
2019/07/07-16:23:22,0.12,132281831987612:AMOENUS.local,quit,open.py,,
2019/07/07-16:23:42,0.12,132281831987612:AMOENUS.local,quit,plan.py,,
2019/07/07-16:23:58,0.12,132281831987612:AMOENUS.local,open,open.py,,
2019/07/07-16:24:30,0.12,132281831987612:AMOENUS.local,quit,open.py,,
2019/07/07-16:24:44,0.12,132281831987612:AMOENUS.local,open,open.py,,
2019/07/07-16:26:57,0.12,132281831987612:AMOENUS.local,quit,open.py,,
2019/07/07-16:41:12,0.12,132281831987612:AMOENUS.local,open,open.py,,
2019/07/07-16:41:49,0.12,132281831987612:AMOENUS.local,add_card,e8a98933-63ab-41af-85cb-02acb9f2e0cc,,
2019/07/07-16:41:49,0.12,132281831987612:AMOENUS.local,quit,open.py,,
2019/07/07-16:42:03,0.12,132281831987612:AMOENUS.local,open,open.py,,
2019/07/07-16:42:09,0.12,132281831987612:AMOENUS.local,explore_tree,cc847ad0-3c26-40a9-90fb-17bb4f91faba,,
2019/07/07-16:43:04,0.12,132281831987612:AMOENUS.local,add_card,96a77903-4f09-4aaa-9c67-c82637241dca,,
2019/07/07-16:43:04,0.12,132281831987612:AMOENUS.local,quit,open.py,,
2019/07/07-16:44:36,0.12,132281831987612:AMOENUS.local,open_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,,
2019/07/07-16:55:30,0.12,132281831987612:AMOENUS.local,checked_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,0.1811111111111111,
2019/07/07-17:05:25,0.12,132281831987612:AMOENUS.local,checked_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,0.3461111111111111,
2019/07/07-17:05:26,0.12,132281831987612:AMOENUS.local,quit,todo.py,,
2019/07/08-12:07:58,0.13,132281831987612:AMOENUS.local,open_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,,
2019/07/08-13:51:59,0.13,132281831987612:AMOENUS.local,checked_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,1.7327777777777778,
2019/07/08-13:52:00,0.13,132281831987612:AMOENUS.local,quit,todo.py,,
2019/07/08-14:48:37,None,132281831987612:AMOENUS,open_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,,
2019/07/08-16:00:07,None,132281831987612:AMOENUS,checked_todo,981b03d9-a8fe-4632-b28a-5d7ae228787d,1.1908333333333334,
2019/07/08-16:00:09,None,132281831987612:AMOENUS,quit,todo.py,,
2019/07/08-16:28:52,0.12,190070690681122:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/08-21:00:33,0.12,190070690681122:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,4.493611111111111,
2019/07/08-21:00:34,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/09-13:34:44,0.12,190070690681122:lessandro-mbp,open_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,,
2019/07/09-15:30:02,0.12,190070690681122:lessandro-mbp,checked_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,1.8872222222222221,
2019/07/09-15:30:29,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/09-16:50:05,0.12,190070690681122:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/09-17:49:28,0.12,190070690681122:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,0.955,
2019/07/09-17:49:28,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/10-10:09:16,0.11,132281831987612:AMOENUS,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/10-10:09:24,0.11,132281831987612:AMOENUS,quit,todo.py,,
2019/07/11-17:37:34,0.12,190070690681122:lessandro-mbp,open_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,,
2019/07/11-17:41:32,0.12,190070690681122:lessandro-mbp,checked_todo,3a5abca9-dccc-4874-9cbb-93f2a31b0fe3,0.03166666666666667,
2019/07/11-17:41:34,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/11-17:42:59,0.12,190070690681122:lessandro-mbp,open_todo,e8a98933-63ab-41af-85cb-02acb9f2e0cc,,
2019/07/11-17:49:00,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/11-17:49:09,0.12,190070690681122:lessandro-mbp,open_todo,e8a98933-63ab-41af-85cb-02acb9f2e0cc,,
2019/07/11-17:51:11,0.12,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/12-14:12:59,None,190070690681122:lessandro-mbp,open,open.py,,
2019/07/12-14:13:15,None,190070690681122:lessandro-mbp,explore_tree,5e98ece3-587b-4e34-8ae0-11656a632904,,
2019/07/12-14:13:29,None,190070690681122:lessandro-mbp,quit,open.py,,
2019/07/12-14:13:37,None,190070690681122:lessandro-mbp,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/12-14:57:16,None,190070690681122:lessandro-mbp,checked_todo,e586223b-5c34-42bb-b3f7-70c117848998,0.6930555555555555,
2019/07/12-14:57:20,None,190070690681122:lessandro-mbp,quit,todo.py,,
2019/07/12-14:57:28,None,190070690681122:lessandro-mbp,open,open.py,,
2019/07/12-14:58:16,None,190070690681122:lessandro-mbp,edit_card,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/12-14:58:16,None,190070690681122:lessandro-mbp,quit,open.py,,
2019/07/13-15:44:15,0.11,132281831987612:AMOENUS.local,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/13-15:44:31,0.11,132281831987612:AMOENUS.local,quit,todo.py,,
2019/07/13-15:45:09,0.11,132281831987612:AMOENUS.local,open_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,,
2019/07/13-19:58:55,0.11,132281831987612:AMOENUS.local,checked_todo,5dd3f74b-de63-44b9-93d7-a2c41667d9ec,4.228611111111111,
2019/07/13-19:58:57,0.11,132281831987612:AMOENUS.local,quit,todo.py,,
2019/07/13-22:29:55,0.11,132281831987612:AMOENUS,open_todo,e586223b-5c34-42bb-b3f7-70c117848998,,
2019/07/13-22:30:04,0.11,132281831987612:AMOENUS,quit,todo.py,,
2019/07/13-22:30:21,0.11,132281831987612:AMOENUS,open,open.py,,
